SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1 Avery St Unit 11C,Boston,MA,2111,990000,1,1.5,Boston,754,754,2000,4,1313,1041,Active,,,http://www.redfin.com/MA/Boston/1-Avery-St-02111/unit-11C/home/9312386,MLS PIN,72787100,N,Y,42.3533168,-71.0628507
MLS Listing,,Condo/Co-op,67 Sullivan St #1,Boston,MA,2129,699000,2,1,Charlestown,1028,,1890,4,680,200,Active,,,http://www.redfin.com/MA/Boston/67-Sullivan-St-02129/unit-000001/home/9060273,MLS PIN,72787097,N,Y,42.3791583,-71.0649598
MLS Listing,,Single Family Residential,4 Goodwin Ct,Boston,MA,2127,999000,3,2.5,South Boston,1788,996,1890,4,559,,Active,,,http://www.redfin.com/MA/Boston/4-Goodwin-Ct-02127/home/9196407,MLS PIN,72787098,N,Y,42.329588,-71.05385
MLS Listing,,Single Family Residential,12 Virgil Rd,Boston,MA,2132,829000,4,2.5,West Roxbury,2150,4000,1912,4,386,,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/West-Roxbury/12-Virgil-Rd-02132/home/9211231,MLS PIN,72787083,N,Y,42.2833724,-71.1621883
MLS Listing,,Townhouse,207 Bunker Hill St #2,Boston,MA,2129,885000,2,1.5,Charlestown,1380,,1880,4,641,255,Active,,,http://www.redfin.com/MA/Boston/207-Bunker-Hill-St-02129/unit-2/home/40352737,MLS PIN,72787077,N,Y,42.3790551,-71.0623388
MLS Listing,,Condo/Co-op,21 Wormwood St #422,Boston,MA,2210,839900,1,1,Boston,1005,,1900,4,836,280,Active,,,http://www.redfin.com/MA/Boston/21-Wormwood-St-02210/unit-422/home/9304139,MLS PIN,72787075,N,Y,42.3469839,-71.0502336
MLS Listing,,Condo/Co-op,1504 Centre St #2,Boston,MA,2131,535000,3,1,Roslindale,1166,,1955,4,459,200,Active,,,http://www.redfin.com/MA/Boston/1504-Centre-St-02131/unit-2/home/40352899,MLS PIN,72787064,N,Y,42.2912289,-71.1393977
MLS Listing,,Condo/Co-op,423 Bunker Hill St #4,Boston,MA,2129,549000,1,1,Charlestown,649,,1860,4,846,110,Active,,,http://www.redfin.com/MA/Boston/423-Bunker-Hill-St-02129/unit-4/home/9054624,MLS PIN,72787062,N,Y,42.3830358,-71.0705511
MLS Listing,,Condo/Co-op,20 Tower St #1,Boston,MA,2130,549000,2,1,Jamaica Plain,1078,,1900,4,509,261,Active,,,http://www.redfin.com/MA/Boston/20-Tower-St-02130/unit-1/home/9299410,MLS PIN,72787060,N,Y,42.2996975,-71.112438
MLS Listing,,Condo/Co-op,266 Shawmut Ave #2,Boston,MA,2118,959000,2,2,South End,887,,1900,4,1081,283,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/266-Shawmut-Ave-02118/unit-2/home/9301393,MLS PIN,72787043,N,Y,42.3430649,-71.0687204
MLS Listing,,Condo/Co-op,1692 Washington St #2,Boston,MA,2118,1195000,3,2,South End,1330,1330,1910,4,898,219,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/1692-Washington-St-02118/unit-2/home/21718020,MLS PIN,72787041,N,Y,42.3369294,-71.075759
MLS Listing,,Parking,"6-8 Whittier Place, PS 219",Boston,MA,2114,49000,,,West End,,,,4,,218,Active,,,http://www.redfin.com/MA/Boston/6-Whittier-Pl-02114/home/9228195,MLS PIN,72787033,N,Y,42.3657336,-71.0669497
MLS Listing,,Condo/Co-op,45 Temple St #207,Boston,MA,2114,1450000,1,1.5,Beacon Hill,1201,,2019,4,1207,878,Active,,,http://www.redfin.com/MA/Boston/45-Temple-St-02114/unit-207/home/170245822,MLS PIN,72787027,N,Y,42.3600296,-71.0636082
MLS Listing,,Townhouse,491 Hyde Park Ave #491,Boston,MA,2131,426769,3,1.5,Roslindale,1826,1826,2001,4,234,264,Active,February-21-2021 11:00 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/491-Hyde-Park-Ave-02131/unit-491/home/174458817,MLS PIN,72787010,N,Y,42.2840264,-71.1192483
MLS Listing,,Condo/Co-op,503 E 1St St #3,Boston,MA,2127,1399000,3,2,South Boston,1664,1664,2010,4,841,517,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/503-E-1st-St-02127/unit-3/home/39945452,MLS PIN,72787008,N,Y,42.3378225,-71.0395868
MLS Listing,,Condo/Co-op,45 Temple St #612,Boston,MA,2114,6475000,3,2.5,Beacon Hill,3152,,2019,4,2054,4493,Active,,,http://www.redfin.com/MA/Boston/45-Temple-St-02114/unit-612/home/174458780,MLS PIN,72786999,N,Y,42.3600745,-71.0637956
MLS Listing,,Single Family Residential,267 Bolton St,Boston,MA,2127,1450000,3,2.5,South Boston,1764,1160,2006,4,822,,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/267-Bolton-St-02127/home/21719984,MLS PIN,72786992,N,Y,42.3374687,-71.0459464
MLS Listing,,Condo/Co-op,464 Commonwealth Ave #54,Boston,MA,2115,798888,1,1,Kenmore Square,725,,1910,4,1102,639,Active,,,http://www.redfin.com/MA/Boston/464-Commonwealth-Ave-02215/unit-54/home/9269366,MLS PIN,72786970,N,Y,42.3485171,-71.0931864
MLS Listing,,Condo/Co-op,1682 Washington St #9,Boston,MA,2118,1220000,2,2,South End,1559,1559,1875,4,783,606,Active,,,http://www.redfin.com/MA/Boston/1682-Washington-St-02118/unit-9/home/9299067,MLS PIN,72786962,N,Y,42.3371242,-71.0754957
MLS Listing,,Condo/Co-op,121 Portland St #602,Boston,MA,2114,899998,2,2,Midtown,917,,2017,4,981,627,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-602/home/77297543,MLS PIN,72786960,N,Y,42.3635856,-71.0604741
MLS Listing,,Condo/Co-op,2 Linwood St Unit Z,Boston,MA,2119,629000,2,2,Roxbury,1241,,2012,4,507,169,Active,February-21-2021 11:00 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/2-Linwood-St-02119/unit-Z/home/174458533,MLS PIN,72786955,N,Y,42.327796,-71.092683
MLS Listing,,Condo/Co-op,6 Coppersmith Way #3,Boston,MA,2128,869000,3,2.5,East Boston,1516,,2021,4,573,210,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/6-Coppersmith-Way-02128/unit-3/home/174458126,MLS PIN,72786893,N,Y,42.3718264,-71.0417632
MLS Listing,,Condo/Co-op,75 Sydney St,Boston,MA,2125,1225000,3,3.5,Dorchester,2427,,2021,4,505,225,Active,,,http://www.redfin.com/MA/Dorchester/75-Sydney-St-02125/home/9065955,MLS PIN,72786876,N,Y,42.314114,-71.0524928
MLS Listing,,Condo/Co-op,34 Tremont St #2,Chelsea,MA,2150,549000,2,1,Chelsea,1137,,1900,4,483,362,Active,February-21-2021 01:30 PM,February-21-2021 03:00 PM,http://www.redfin.com/MA/Chelsea/34-Tremont-St-02150/unit-2/home/137164219,MLS PIN,72786859,N,Y,42.387528,-71.041296
MLS Listing,,Single Family Residential,32 Mount Pleasant St,Somerville,MA,2145,675000,3,1.5,Somerville,1213,2404,1915,4,556,,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Somerville/32-Mt-Pleasant-St-02145/home/8739563,MLS PIN,72786847,N,Y,42.3849249,-71.0786196
MLS Listing,,Condo/Co-op,156-168 Terrace St #403,Boston,MA,2120,599000,2,2,Mission Hill,1378,1378,1900,4,435,821,Active,,,http://www.redfin.com/MA/Boston/156-Terrace-St-02120/unit-403/home/172656343,MLS PIN,72786845,N,Y,42.3272225,-71.0985355
MLS Listing,,Condo/Co-op,42 8th St #5302,Boston,MA,2129,669999,2,2,Charlestown's Navy Yard,926,,1899,4,724,767,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/42-8th-St-02129/unit-5302/home/9328655,MLS PIN,72786833,N,Y,42.3749988,-71.0520878
MLS Listing,,Condo/Co-op,106 W 3rd St #2,Boston,MA,2127,799000,2,1.5,South Boston,1055,1055,1890,4,757,140,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/106-W-3rd-St-02127/unit-2/home/9185168,MLS PIN,72786829,N,Y,42.3411409,-71.0520664
MLS Listing,,Condo/Co-op,9 Rutland Sq #1,Boston,MA,2118,799000,1,1,South End,805,805,1910,4,993,168,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/9-Rutland-Sq-02118/unit-1/home/9284385,MLS PIN,72786820,N,Y,42.3414877,-71.0775176
MLS Listing,,Townhouse,2 Ellswood #2,Boston,MA,2132,849000,4,2.5,West Roxbury,1865,,2015,4,455,240,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/2-Ellswood-St-02132/unit-2/home/174457588,MLS PIN,72786790,N,Y,42.2845866,-71.1700073
MLS Listing,,Multi-Family (2-4 Unit),596-598 E 3Rd St,Boston,MA,2127,1349000,6,3,South Boston,2661,1306,1890,4,507,,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/596-E-3rd-St-02127/home/9198023,MLS PIN,72786782,N,Y,42.3366257,-71.0360848
MLS Listing,,Condo/Co-op,15 Savoy St Unit D308,Boston,MA,2118,1749000,3,2.5,South End,1879,1879,2002,4,931,1056,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/15-Savoy-St-02118/unit-D308/home/9320840,MLS PIN,72786768,N,Y,42.3415071,-71.067762
MLS Listing,,Condo/Co-op,347 Maverick #3,Boston,MA,2128,749000,3,2,East Boston's Jeffries Point,1050,,2021,4,713,275,Active,,,http://www.redfin.com/MA/Boston/347-Maverick-St-02128/unit-3/home/174457498,MLS PIN,72786765,N,Y,42.3663291,-71.0304388
MLS Listing,,Condo/Co-op,45 1st Ave #407,Boston,MA,2129,425000,0,1,Charlestown's Navy Yard,500,,2015,4,850,407,Active,,,http://www.redfin.com/MA/Boston/45-1st-Ave-02129/unit-407/home/101674077,MLS PIN,72786763,N,Y,42.3761429,-71.0529662
MLS Listing,,Condo/Co-op,347 Maverick #2,Boston,MA,2128,799000,2,2,East Boston's Jeffries Point,1150,,2021,4,695,275,Active,,,http://www.redfin.com/MA/Boston/347-Maverick-St-02128/unit-2/home/174457406,MLS PIN,72786745,N,Y,42.3663291,-71.0304388
MLS Listing,,Condo/Co-op,6 Whittier Pl Unit 10M,Boston,MA,2114,724000,2,2,West End,1272,,1964,4,569,1199,Active,,,http://www.redfin.com/MA/Boston/6-Whittier-Pl-02114/unit-10M/home/9228326,MLS PIN,72786529,N,Y,42.3657336,-71.0669497
MLS Listing,,Condo/Co-op,24 Rawson St #1,Boston,MA,2125,729000,2,2,Dorchester,1250,,2016,4,583,314,Active,,,http://www.redfin.com/MA/Boston/24-Rawson-St-02125/unit-1/home/103672553,MLS PIN,72786737,N,Y,42.3260097,-71.057939
MLS Listing,,Condo/Co-op,19 Salem St #1,Boston,MA,2129,625000,1,1,Charlestown,650,,1870,4,962,254,Active,,,http://www.redfin.com/MA/Boston/19-Salem-St-02129/unit-1/home/9046723,MLS PIN,72786736,N,Y,42.3775363,-71.0658529
MLS Listing,,Condo/Co-op,62 Florida St Unit 1 & 2,Boston,MA,2124,574900,4,2,Dorchester,1790,,1900,4,321,300,Active,,,http://www.redfin.com/MA/Boston/62-Florida-St-02124/unit-1-2/home/173324840,MLS PIN,72786711,N,Y,42.2899738,-71.0590517
MLS Listing,,Condo/Co-op,124 Melville Ave #3,Boston,MA,2124,515000,2,2,Dorchester's Lower Mills,1273,,1905,4,405,200,Active,March-6-2021 01:00 PM,March-6-2021 02:30 PM,http://www.redfin.com/MA/Boston/124-Melville-Ave-02124/unit-3/home/9330496,MLS PIN,72786704,N,Y,42.2961379,-71.0618108
MLS Listing,,Condo/Co-op,254-256 Medford St #3,Boston,MA,2129,409999,1,1,Charlestown,488,,1899,4,840,180,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/254-Medford-St-02129/unit-3/home/9318652,MLS PIN,72786688,N,Y,42.3805197,-71.0613199
MLS Listing,,Condo/Co-op,66 Saint James Pl #104,Boston,MA,2119,349888,2,1.5,Roxbury's Fort Hill,887,,1988,4,394,311,Active,February-21-2021 01:00 PM,February-21-2021 02:30 PM,http://www.redfin.com/MA/Boston/66-Saint-James-St-02119/unit-104/home/174457092,MLS PIN,72786682,N,Y,42.3268924,-71.0866282
MLS Listing,,Condo/Co-op,9 Kenney St #1,Boston,MA,2130,485000,2,1,Jamaica Plain,758,,1905,4,640,200,Active,,,http://www.redfin.com/MA/Boston/9-Kenney-St-02130/unit-1/home/9324794,MLS PIN,72786671,N,Y,42.3245757,-71.1091715
MLS Listing,,Condo/Co-op,10 Charlesgate E #102,Boston,MA,2215,1175000,2,2,Back Bay,1184,,1910,4,992,999,Active,February-21-2021 01:00 PM,February-21-2021 02:30 PM,http://www.redfin.com/MA/Boston/10-Charlesgate-E-02215/unit-102/home/9240026,MLS PIN,72786668,N,Y,42.3498885,-71.0912422
MLS Listing,,Condo/Co-op,24 Sidlaw Rd #3,Boston,MA,2135,349000,2,1,Brighton,523,,1925,4,667,347,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/24-Sidlaw-Rd-02135/unit-3/home/9007178,MLS PIN,72786663,N,Y,42.340286,-71.1527872
MLS Listing,,Condo/Co-op,420 W Broadway #506,Boston,MA,2127,1199900,2,2,South Boston,968,,2020,4,1240,461,Active,February-21-2021 11:00 AM,February-21-2021 03:00 PM,http://www.redfin.com/MA/Boston/420-W-Broadway-02127/unit-506/home/174456976,MLS PIN,72786662,N,Y,42.336863,-71.047101
MLS Listing,,Condo/Co-op,133 Sumner St Unit 7-302,Boston,MA,2128,549000,1,1,East Boston,681,,2021,4,806,261,Active,,,http://www.redfin.com/MA/Boston/133-Sumner-St-02128/unit-7-302/home/174456915,MLS PIN,72786653,N,Y,42.3695343,-71.0412506
MLS Listing,,Condo/Co-op,1313 Washington St #308,Boston,MA,2118,339309,1,1,South End,793,65611,2002,4,428,278,Active,,,http://www.redfin.com/MA/Boston/1313-Washington-St-02118/unit-308/home/9316555,MLS PIN,72786642,N,Y,42.3422378,-71.0685375
MLS Listing,,Condo/Co-op,15 Lafield St #01,Boston,MA,2122,350000,2,2,Dorchester,974,,1905,4,359,250,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/15-Lafield-St-02122/unit-1/home/12431192,MLS PIN,72786628,N,Y,42.2947138,-71.0597185
MLS Listing,,Condo/Co-op,33 Rosemont St #2,Boston,MA,2122,469900,2,1,Boston,1070,,1920,4,439,200,Active,February-21-2021 11:30 AM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/33-Rosemont-St-02122/unit-2/home/21621739,MLS PIN,72786617,N,Y,42.2926463,-71.0554918
MLS Listing,,Condo/Co-op,333 Savin Hill Ave #1,Boston,MA,2125,659000,2,2,Dorchester's Savin Hill,964,,1920,4,684,189,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Dorchester/333-Savin-Hill-Ave-02125/unit-1/home/145093768,MLS PIN,72786605,N,Y,42.312708,-71.049284
MLS Listing,,Condo/Co-op,754 Tremont St #1,Boston,MA,2118,1435000,3,2,South End,1762,,1900,4,814,319,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/754-Tremont-St-02118/unit-1/home/9286887,MLS PIN,72786595,N,Y,42.339728,-71.0789076
MLS Listing,,Condo/Co-op,121 Portland #501,Boston,MA,2114,1149000,2,2,North End,1038,,2017,4,1107,815,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-501/home/112859324,MLS PIN,72786580,N,Y,42.3635856,-71.0604741
MLS Listing,,Condo/Co-op,990 Vfw Pkwy #302,Boston,MA,2132,303272,1,1,West Roxbury,922,922,2011,4,329,381,Active,,,http://www.redfin.com/MA/West-Roxbury/990-VFW-Pkwy-02132/unit-302/home/45407094,MLS PIN,72786576,N,Y,42.2840965,-71.1718194
MLS Listing,,Condo/Co-op,126 Tudor St Unit F,Boston,MA,2127,569000,2,1,Boston,872,,1989,5,653,339,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/126-Tudor-St-02127/unit-F/home/9184706,MLS PIN,72786553,N,Y,42.3359576,-71.0524534
MLS Listing,,Condo/Co-op,11 Agawam St #3,Boston,MA,2122,289000,1,1,Boston,520,,1920,5,556,122,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/11-Agawam-St-02122/unit-3/home/21718607,MLS PIN,72786546,N,Y,42.2952462,-71.0542915
MLS Listing,,Condo/Co-op,45 W Third St #204,Boston,MA,2127,845000,1,1,South Boston,774,,2018,5,1092,404,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/South-Boston/45-W-3rd-St-02127/unit-204/home/109315805,MLS PIN,72786532,N,Y,42.3421319,-71.0542886
MLS Listing,,Condo/Co-op,416 Marlborough #607,Boston,MA,2115,1995000,3,2,Back Bay,1976,,1989,5,1010,1883,Active,,,http://www.redfin.com/MA/Boston/416-Marlborough-St-02115/unit-607/home/9238993,MLS PIN,72786514,N,Y,42.3499152,-71.0886416
MLS Listing,,Condo/Co-op,8 Whittier Pl Unit 7F,Boston,MA,2114,564900,1,1,West End,908,908,1964,5,622,761,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/8-Whittier-Pl-02114/unit-7F/home/9228720,MLS PIN,72786503,N,Y,42.3654839,-71.06728
MLS Listing,,Condo/Co-op,68 Beacon St Unit 3W,Boston,MA,2108,4400000,3,2.5,Beacon Hill,2750,,1920,5,1600,3010,Active,,,http://www.redfin.com/MA/Boston/68-Beacon-St-02108/unit-3W/home/138172430,MLS PIN,72786499,N,Y,42.356364,-71.069772
MLS Listing,,Condo/Co-op,400-R K #18,Boston,MA,2127,150000,0,,South Boston,183,,1900,5,820,65,Active,,,http://www.redfin.com/MA/Boston/400-R-K-02127/unit-18/home/174454190,MLS PIN,72786496,N,Y,42.3364553,-71.0349193
MLS Listing,,Condo/Co-op,227 Summit Ave Unit E104,Brookline,MA,2446,1059000,2,2,Brookline,1209,,1984,5,876,821,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Brookline/227-Summit-Ave-02446/unit-E104/home/11506112,MLS PIN,72786478,N,Y,42.3433776,-71.1355632
MLS Listing,,Condo/Co-op,88 Walnut St #4,Boston,MA,2122,389000,1,1,Dorchester's Neponset,1094,1094,1900,5,356,249,Active,,,http://www.redfin.com/MA/Boston/88-Walnut-St-02122/unit-4/home/11837911,MLS PIN,72786442,N,Y,42.2877172,-71.0402333
MLS Listing,,Single Family Residential,52 Deforest St,Boston,MA,2136,675000,4,2.5,Hyde Park,2600,7000,1925,5,260,,Active,,,http://www.redfin.com/MA/Hyde-Park/52-Deforest-St-02136/home/9125552,MLS PIN,72786441,N,Y,42.2671243,-71.1296031
MLS Listing,,Condo/Co-op,7 Albemarle #1,Boston,MA,2115,647000,1,1,Back Bay,681,,1920,5,950,281,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/7-Albemarle-St-02115/unit-1/home/9235003,MLS PIN,72786429,N,Y,42.3422771,-71.0831876
MLS Listing,,Condo/Co-op,86 Wyman St #1,Boston,MA,2130,925000,3,3,Jamaica Plain,1650,1650,1905,5,561,200,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/86-Wyman-St-02130/unit-1/home/21717045,MLS PIN,72786428,N,Y,42.3199217,-71.1045882
MLS Listing,,Condo/Co-op,52 Fisher #301,Boston,MA,2120,620000,2,1,Jamaica Plain,882,,2020,5,703,203,Active,February-21-2021 12:30 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/52-Fisher-Ave-02120/unit-301/home/173430281,MLS PIN,72786426,N,Y,42.3275326,-71.1021664
MLS Listing,,Parking,400-R K St,Boston,MA,2127,150000,,,South Boston,,183,,5,,65,Active,,,http://www.redfin.com/MA/Boston/400-Park-St-02124/home/174451708,MLS PIN,72786403,N,Y,42.2957413,-71.0711414
MLS Listing,,Condo/Co-op,250 Athens St #1,Boston,MA,2127,449000,1,1,South Boston,619,1180,1905,5,725,135,Active,February-21-2021 11:00 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/250-Athens-St-02127/unit-1/home/9318791,MLS PIN,72786384,N,Y,42.3388523,-71.0496074
MLS Listing,,Condo/Co-op,654 E 7th St #1,Boston,MA,2127,799900,2,2,South Boston,1266,,2018,5,632,190,Active,,,http://www.redfin.com/MA/Boston/654-E-7th-St-02127/unit-1/home/174451250,MLS PIN,72786375,N,Y,42.3325105,-71.0341068
MLS Listing,,Townhouse,77 Verndale St #1,Brookline,MA,2446,1965000,3,2.5,Coolidge Corner,2709,,1900,5,725,250,Active,February-21-2021 12:00 PM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Brookline/77-Verndale-St-02446/unit-1/home/110054629,MLS PIN,72786369,N,Y,42.3480179,-71.1307059
MLS Listing,,Single Family Residential,160 W Concord St,Boston,MA,2118,4250000,4,3.5,South End,3668,1866,1899,5,1159,,Active,,,http://www.redfin.com/MA/Boston/160-W-Concord-St-02118/home/9289923,MLS PIN,72786323,N,Y,42.3400349,-71.0777607
MLS Listing,,Multi-Family (2-4 Unit),856 Saratoga St,Boston,MA,2128,914500,5,2,East Boston,2244,2500,1910,5,408,,Active,,,http://www.redfin.com/MA/Boston/856-Saratoga-St-02128/home/9114764,MLS PIN,72786301,N,Y,42.3853235,-71.0135376
MLS Listing,,Condo/Co-op,252 Webster St #1,Boston,MA,2128,649000,3,2,East Boston's Jeffries Point,1080,,1885,5,601,200,Active,,,http://www.redfin.com/MA/Boston/252-Webster-St-02128/unit-1/home/105708714,MLS PIN,72786260,N,Y,42.3648867,-71.0315941
MLS Listing,,Condo/Co-op,163 Thorndike St #2,Brookline,MA,2446,2274900,4,3.5,Brookline,2880,7180,1882,5,790,200,Active,February-21-2021 12:00 PM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Brookline/163-Thorndike-St-02446/unit-2/home/174448929,MLS PIN,72786257,N,Y,42.3493689,-71.1259359
MLS Listing,,Condo/Co-op,10 Holborn St #3,Boston,MA,2121,499900,3,2,Dorchester,1407,,1900,5,355,200,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/10-Holborn-St-02121/unit-3/home/174448617,MLS PIN,72786247,N,Y,42.315283,-71.0823659
MLS Listing,,Condo/Co-op,1 Nassau St #1001,Boston,MA,2111,849000,2,2,Midtown,1036,1036,2004,5,819,977,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/1-Nassau-St-02111/unit-1001/home/9325431,MLS PIN,72786226,N,Y,42.348524,-71.0629362
MLS Listing,,Condo/Co-op,109 Williams St #5,Boston,MA,2130,439000,1,1,Jamaica Plain,665,,1930,5,660,200,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/109-Williams-St-02130/unit-5/home/9138012,MLS PIN,72786217,N,Y,42.3047972,-71.1059633
MLS Listing,,Single Family Residential,"126-130 Rosseter St, Dorchester",Boston,MA,2121,759000,5,2.5,Boston,2207,3920,1900,5,344,,Active,,,http://www.redfin.com/MA/Dorchester/126-Rosseter-St-02121/home/85680961,MLS PIN,72786209,N,Y,42.301672,-71.0726679
MLS Listing,,Condo/Co-op,51 Silver St #5,Boston,MA,2127,1449000,2,2,South Boston,1605,,2019,5,903,559,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/51-Silver-St-02127/unit-5/home/171551990,MLS PIN,72786205,N,Y,42.3410063,-71.0554702
MLS Listing,,Condo/Co-op,99 Sumner #511,Boston,MA,2128,1159700,2,2,East Boston,1126,,2021,5,1030,907,Active,,,http://www.redfin.com/MA/Boston/99-Sumner-St-02128/unit-511/home/170668765,MLS PIN,72786204,N,Y,42.3699466,-71.0422541
MLS Listing,,Condo/Co-op,26 Yarmouth St #1,Boston,MA,2116,1699000,2,2.5,South End,1779,1779,1900,5,955,386,Active,February-21-2021 12:00 PM,February-21-2021 01:30 PM,http://www.redfin.com/MA/Boston/26-Yarmouth-St-02116/unit-000001/home/21719260,MLS PIN,72786203,N,Y,42.3459239,-71.07709
MLS Listing,,Condo/Co-op,337 Chelsea #4,Boston,MA,2128,499999,1,1.5,Boston,820,,2021,5,610,225,Active,February-21-2021 11:00 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/337-Chelsea-St-02128/unit-4/home/174447158,MLS PIN,72786189,N,Y,42.3778767,-71.0292432
MLS Listing,,Condo/Co-op,357 Commercial St #502,Boston,MA,2109,780000,2,1.5,Boston,1133,1133,1987,6,688,578,Active,February-21-2021 02:30 PM,February-21-2021 04:00 PM,http://www.redfin.com/MA/Boston/357-Commercial-St-02109/unit-502/home/9230401,MLS PIN,72786167,N,Y,42.3661069,-71.0505699
MLS Listing,,Single Family Residential,7 Saint Charles St,Boston,MA,2116,3250000,4,3,South End,3100,1360,1880,6,1048,,Active,February-21-2021 11:00 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/7-St-Charles-St-02116/home/9243003,MLS PIN,72786166,N,Y,42.3472276,-71.0718138
