SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,400 Stuart St Unit 18E,Boston,MA,2116,2500000,2,2.5,Boston,1561,1561,2009,12,1602,1699,Active,,,http://www.redfin.com/MA/Boston/400-Stuart-St-02116/unit-18E/home/12446051,MLS PIN,72783818,N,Y,42.3488635,-71.0736183
MLS Listing,,Condo/Co-op,403 W 1St #302,Boston,MA,2127,1299000,2,2,South Boston,1608,1608,2014,12,808,442,Active,,,http://www.redfin.com/MA/Boston/403-W-First-St-02127/unit-302/home/50263042,MLS PIN,72783739,N,Y,42.3374446,-71.0438646
MLS Listing,,Condo/Co-op,77 Pond Ave #802,Brookline,MA,2445,999500,2,2,Brookline Village,1570,,1970,13,637,1412,Active,,,http://www.redfin.com/MA/Brookline/77-Pond-Ave-02445/unit-802/home/11487598,MLS PIN,72783657,N,Y,42.329967,-71.1150142
MLS Listing,,Single Family Residential,145 Saratoga St,Boston,MA,2128,1195000,3,2.5,East Boston,2070,1642,1880,13,577,,Active,,,http://www.redfin.com/MA/Boston/145-Saratoga-St-02128/home/9117576,MLS PIN,72783646,N,Y,42.3770269,-71.0347916
MLS Listing,,Multi-Family (2-4 Unit),51 Lexington St,Boston,MA,2128,749995,3,3,East Boston's Eagle Hill,2043,1083,1900,13,367,,Active,,,http://www.redfin.com/MA/Boston/51-Lexington-St-02128/home/9118945,MLS PIN,72783623,N,Y,42.3774064,-71.037846
MLS Listing,,Condo/Co-op,52 Fisher #302,Boston,MA,2120,790000,3,2,Jamaica Plain,1205,,2020,13,656,305,Active,February-21-2021 12:30 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Boston/52-Fisher-Ave-02120/unit-302/home/173280720,MLS PIN,72783602,N,Y,42.3275326,-71.1021664
MLS Listing,,Condo/Co-op,23 Margaret St #1,Boston,MA,2113,739000,3,1,North End,787,,1905,13,939,187,Active,,,http://www.redfin.com/MA/Boston/23-Margaret-St-02113/unit-1/home/11838873,MLS PIN,72783567,N,Y,42.3659971,-71.0554603
MLS Listing,,Condo/Co-op,20 Radcliffe Rd #206,Boston,MA,2134,439000,1,1,Boston,683,,1945,13,643,315,Active,,,http://www.redfin.com/MA/Boston/20-Radcliffe-Rd-02134/unit-206/home/8985130,MLS PIN,72783549,N,Y,42.351094,-71.1349325
MLS Listing,,Condo/Co-op,124 Appleton St #124,Boston,MA,2116,975000,2,2,South End,1010,1010,1890,13,965,184,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/124-Appleton-St-02116/unit-124/home/174391934,MLS PIN,72783511,N,Y,42.3450508,-71.0745796
MLS Listing,,Condo/Co-op,535 Harrison Ave Unit A405,Boston,MA,2118,1150000,2,2,South End,1087,,2003,13,1058,631,Active,February-21-2021 02:00 PM,February-21-2021 03:00 PM,http://www.redfin.com/MA/Boston/535-Harrison-Ave-02118/unit-A405/home/11511359,MLS PIN,72783506,N,Y,42.3415071,-71.067762
MLS Listing,,Multi-Family (2-4 Unit),602-604 Cambridge St,Boston,MA,2134,2450000,13,6,Allston,4693,5997,1910,13,522,,Active,,,http://www.redfin.com/MA/Boston/602-Cambridge-St-02134/home/8999845,MLS PIN,72783462,N,Y,42.351622,-71.1420439
MLS Listing,,Condo/Co-op,25 Clark St #2,Boston,MA,2109,749000,2,2,North End,1102,,1910,13,680,400,Active,February-21-2021 01:00 PM,February-21-2021 03:00 PM,http://www.redfin.com/MA/Boston/25-Clark-St-02109/unit-2/home/18982620,MLS PIN,72783424,N,Y,42.3649544,-71.0525365
MLS Listing,,Condo/Co-op,43 Westland Ave #601,Boston,MA,2115,879000,1,1,The Fenway,845,,2013,13,1040,604,Active,February-21-2021 12:00 PM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/43-Westland-Ave-02115/unit-601/home/50281447,MLS PIN,72783416,N,Y,42.3440463,-71.087888
MLS Listing,,Condo/Co-op,110 Arlington St #4,Boston,MA,2116,3000000,3,3,Back Bay,2310,,1931,13,1299,1264,Active,,,http://www.redfin.com/MA/Boston/110-Arlington-St-02116/unit-4/home/166863607,MLS PIN,72783404,N,Y,42.3494893,-71.0696472
MLS Listing,,Condo/Co-op,110 Arlington St #1,Boston,MA,2116,1300000,2,2,Back Bay,1448,,1931,13,898,548,Active,,,http://www.redfin.com/MA/Boston/110-Arlington-St-02116/unit-1/home/172530901,MLS PIN,72783402,N,Y,42.3494893,-71.0696472
MLS Listing,,Condo/Co-op,90 M St #2,Boston,MA,2127,859000,2,2,South Boston,1383,1383,1920,13,621,225,Active,February-21-2021 12:00 PM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/90-M-St-02127/unit-2/home/21719509,MLS PIN,72783382,N,Y,42.3349647,-71.0331284
MLS Listing,,Condo/Co-op,180 Telford St #519,Boston,MA,2135,549000,1,1,Brighton,504,31507,2018,14,1089,450,Active,,,http://www.redfin.com/MA/Boston/180-Telford-St-02135/unit-519/home/169051918,MLS PIN,72783222,N,Y,42.3638148,-71.1376444
MLS Listing,,Condo/Co-op,180 TELFORD #410,Boston,MA,2135,599000,1,1,Boston,632,,2018,15,948,463,Active,,,http://www.redfin.com/MA/Boston/180-Telford-St-02135/unit-410/home/171787846,MLS PIN,72783132,N,Y,42.3638148,-71.1376444
MLS Listing,,Condo/Co-op,49 Rogers St #2,Boston,MA,2127,719000,2,2,South Boston,950,,2021,15,757,210,Active,,,http://www.redfin.com/MA/Boston/49-Rogers-St-02127/unit-2/home/174381830,MLS PIN,72783120,N,Y,42.3289312,-71.0553598
MLS Listing,,Condo/Co-op,111 Perkins St Unit 224-6,Boston,MA,2130,1080000,3,3,Jamaica Plain,2100,,1963,15,514,2999,Active,,,http://www.redfin.com/MA/Jamaica-Plain/111-Perkins-St-02130/unit-224-6/home/172662654,MLS PIN,72783116,N,Y,42.3219957,-71.1164429
MLS Listing,,Condo/Co-op,771 Harrison Ave #103,Boston,MA,2118,675000,1,1.5,South End,819,,2021,15,824,498,Active,,,http://www.redfin.com/MA/Boston/771-Harrison-Ave-02118/unit-103/home/174381603,MLS PIN,72783111,N,Y,42.3369329,-71.0729853
MLS Listing,,Condo/Co-op,771 Harrison Ave Unit 7G,Boston,MA,2118,695000,1,1.5,South End,912,,2021,15,762,546,Active,,,http://www.redfin.com/MA/Boston/771-Harrison-Ave-02118/unit-7G/home/174381602,MLS PIN,72783110,N,Y,42.3369329,-71.0729853
MLS Listing,,Condo/Co-op,111 Perkins St #226,Boston,MA,2130,739000,2,2,Jamaica Plain,1310,,1963,15,564,1869,Active,,,http://www.redfin.com/MA/Jamaica-Plain/111-Perkins-St-02130/unit-226/home/138346254,MLS PIN,72783108,N,Y,42.3222155,-71.1159742
MLS Listing,,Vacant Land,0 Weitz St,Boston,MA,2134,1837900,,,Allston,,4500,,15,,,Active,,,http://www.redfin.com/MA/ALLSTON/WEITZ-ST-02134/home/171532565,MLS PIN,72783087,N,Y,42.360833,-71.131027
MLS Listing,,Multi-Family (2-4 Unit),141 Franklin St,Boston,MA,2134,1837900,8,3,Allston,2598,2911,1900,15,707,,Active,,,http://www.redfin.com/MA/Allston/141-Franklin-St-02134/home/8990718,MLS PIN,72783086,N,Y,42.361006,-71.131409
MLS Listing,,Multi-Family (2-4 Unit),150 Bremen St,Boston,MA,2128,950000,5,3,Boston,2252,1600,1910,15,422,,Active,,,http://www.redfin.com/MA/Boston/150-Bremen-St-02128/home/9116489,MLS PIN,72783079,N,Y,42.3721864,-71.0352327
MLS Listing,,Condo/Co-op,228 Allandale Rd Unit 2D,Boston,MA,2467,1275000,2,2.5,Boston,2439,2439,1989,16,523,1631,Active,,,http://www.redfin.com/MA/Chestnut-Hill/228-Allandale-Rd-02467/unit-2D/home/9300110,MLS PIN,72782999,N,Y,42.3015826,-71.1392506
MLS Listing,,Multi-Family (2-4 Unit),3 Lark St,Boston,MA,2127,1400000,6,6,South Boston,4147,2100,1900,16,338,,Active,,,http://www.redfin.com/MA/Boston/3-Lark-St-02127/home/9190118,MLS PIN,72782992,N,Y,42.3338132,-71.0525201
MLS Listing,,Multi-Family (2-4 Unit),108 Allston St,Boston,MA,2134,1800000,8,5,Allston,3300,9000,1890,16,545,,Active,February-21-2021 01:00 PM,February-21-2021 03:00 PM,http://www.redfin.com/MA/Allston/108-Allston-St-02134/home/8998475,MLS PIN,72782974,N,Y,42.3497008,-71.1366704
MLS Listing,,Condo/Co-op,135 Commonwealth Ave Unit 1R,Boston,MA,2116,399000,0,1,Back Bay,450,,1878,16,887,139,Active,,,http://www.redfin.com/MA/Boston/135-Commonwealth-Ave-02116/unit-1R/home/174374032,MLS PIN,72782975,N,Y,42.3523789,-71.0780277
MLS Listing,,Multi-Family (2-4 Unit),155 Centre St,Boston,MA,2119,1999999,8,4.5,Boston,3096,2877,1900,16,646,,Active,,,http://www.redfin.com/MA/ROXBURY/155-CENTRE-ST-02119/home/9290783,MLS PIN,72782931,N,Y,42.325899,-71.096945
MLS Listing,,Multi-Family (2-4 Unit),49-49B Charles St,Boston,MA,2114,2499000,3,3,Beacon Hill,3200,862,1899,16,781,,Active,,,http://www.redfin.com/MA/Boston/49-49B-Charles-St-02114/home/173618773,MLS PIN,72782886,N,Y,42.3575263,-71.0699204
MLS Listing,,Multi-Family (5+ Unit),45 Hancock St,Boston,MA,2114,3999000,10,5,Beacon Hill,5000,1489,1900,16,800,,Active,,,http://www.redfin.com/MA/Boston/45-Hancock-St-02114/home/9276649,MLS PIN,72782883,N,Y,42.3599168,-71.064564
MLS Listing,,Condo/Co-op,73 Chelsea St #109,Boston,MA,2129,899000,2,2.5,Charlestown's Navy Yard,1101,,2000,16,817,715,Active,,,http://www.redfin.com/MA/Boston/73-Chelsea-St-02129/unit-109/home/9310616,MLS PIN,72782880,N,Y,42.3715967,-71.0364321
MLS Listing,,Condo/Co-op,12 Stoneholm St #328,Boston,MA,2115,449000,1,1,The Fenway,400,999,2006,16,1123,388,Active,,,http://www.redfin.com/MA/Boston/12-Stoneholm-St-02115/unit-328/home/12440020,MLS PIN,72782830,N,Y,42.3458257,-71.0886264
MLS Listing,,Condo/Co-op,580 E Broadway #1,Boston,MA,2127,899000,2,2.5,South Boston,1228,,2020,16,732,300,Active,,,http://www.redfin.com/MA/Boston/580-E-Broadway-02127/unit-1/home/173495267,MLS PIN,72782728,N,Y,42.3357122,-71.0408856
MLS Listing,,Townhouse,690 Dorchester Ave Unit B,Boston,MA,2127,649000,4,1.5,South Boston,1471,,1989,17,441,140,Active,,,http://www.redfin.com/MA/Boston/690-Dorchester-Ave-02127/unit-B/home/9187844,MLS PIN,72782697,N,Y,42.3266989,-71.0566946
MLS Listing,,Condo/Co-op,221 Paris St #2,Boston,MA,2128,440000,1,1,East Boston,500,,2020,17,880,250,Active,,,http://www.redfin.com/MA/Boston/221-Paris-St-02128/unit-2/home/172534516,MLS PIN,72782675,N,Y,42.3748431,-71.0345536
MLS Listing,,Condo/Co-op,528 E 7th St #1,Boston,MA,2127,629000,1,1.5,South Boston,1000,,1900,17,629,180,Active,,,http://www.redfin.com/MA/Boston/528-E-7th-St-02127/unit-1/home/12384476,MLS PIN,72782586,N,Y,42.3323457,-71.0393186
MLS Listing,,Condo/Co-op,295 Commonwealth Ave Unit 6B,Boston,MA,2115,925000,2,2,Back Bay,860,,1899,17,1076,455,Active,,,http://www.redfin.com/MA/Boston/295-Commonwealth-Ave-02115/unit-6B/home/17108120,MLS PIN,72782582,N,Y,42.3502871,-71.0857192
MLS Listing,,Condo/Co-op,520-526 Dorchester Ave Unit 3R,Boston,MA,2127,919000,2,2,South Boston,1394,,2020,17,659,234,Active,,,http://www.redfin.com/MA/Boston/520-Dorchester-Ave-02127/unit-3R/home/172693532,MLS PIN,72782570,N,Y,42.3314502,-71.0567625
MLS Listing,,Condo/Co-op,2 Avery St Unit 29 EH,Boston,MA,2111,12000000,7,7,Midtown,7216,,2001,17,1663,10994,Active,,,http://www.redfin.com/MA/Boston/2-Avery-St-02111/unit-29E-H/home/21776220,MLS PIN,72782566,N,Y,42.3528703,-71.0629976
MLS Listing,,Condo/Co-op,520-526 Dorchester Ave #3,Boston,MA,2127,919000,2,2,South Boston,1377,,2020,17,667,234,Active,,,http://www.redfin.com/MA/Boston/520-Dorchester-Ave-02127/unit-3/home/172693543,MLS PIN,72782560,N,Y,42.3314502,-71.0567625
MLS Listing,,Condo/Co-op,345 D St #7,Boston,MA,2127,839000,2,2,South Boston,934,934,2013,17,898,404,Active,,,http://www.redfin.com/MA/Boston/345-D-St-02127/unit-7/home/56170298,MLS PIN,72782548,N,Y,42.3404409,-71.0485561
MLS Listing,,Condo/Co-op,20 Rowes Wharf #310,Boston,MA,2110,3499000,2,2.5,Waterfront,2068,,1987,17,1692,4910,Active,,,http://www.redfin.com/MA/Boston/20-Rowes-Wharf-02110/unit-310/home/9229856,MLS PIN,72782526,N,Y,42.3566639,-71.0497268
MLS Listing,,Condo/Co-op,92 W Eighth #3,Boston,MA,2127,1379000,3,2.5,South Boston,1846,,2021,17,747,,Active,,,http://www.redfin.com/MA/Boston/92-W-8th-St-02127/unit-3/home/174365650,MLS PIN,72782444,N,Y,42.3358251,-71.0548491
MLS Listing,,Condo/Co-op,11 Walley #310,Boston,MA,2128,850000,3,2,East Boston,1193,,2020,17,712,535,Active,,,http://www.redfin.com/MA/Boston/11-Walley-St-02128/unit-310/home/174365582,MLS PIN,72782438,N,Y,42.3897025,-70.9986434
MLS Listing,,Condo/Co-op,11 Walley #107,Boston,MA,2128,625000,2,2,East Boston,1064,,2020,17,587,401,Active,,,http://www.redfin.com/MA/Boston/11-Walley-St-02128/unit-107/home/174365536,MLS PIN,72782436,N,Y,42.3897025,-70.9986434
MLS Listing,,Condo/Co-op,107 Bigelow St #3,Boston,MA,2135,513000,2,1,Brighton,1166,1166,1899,17,440,512,Active,,,http://www.redfin.com/MA/Boston/107-Bigelow-St-02135/unit-3/home/9034203,MLS PIN,72782435,N,Y,42.3554398,-71.1665847
MLS Listing,,Condo/Co-op,673 Tremont St #7,Boston,MA,2118,350000,0,1,South End,320,320,1865,17,1094,136,Active,,,http://www.redfin.com/MA/Boston/673-Tremont-St-02118/unit-7/home/9284727,MLS PIN,72782410,N,Y,42.3417582,-71.0763136
MLS Listing,,Condo/Co-op,500 Atlantic Ave Unit 19Q,Boston,MA,2210,1099000,1,1.5,Waterfront,860,,2006,17,1278,1215,Active,,,http://www.redfin.com/MA/Boston/500-Atlantic-Ave-02210/unit-19Q/home/12440119,MLS PIN,72782390,N,Y,42.3538536,-71.0520022
MLS Listing,,Condo/Co-op,1 Charles St S #401,Boston,MA,2116,1099000,1,1,Back Bay,725,,2004,17,1516,799,Active,,,http://www.redfin.com/MA/Boston/1-Charles-St-S-02116/unit-401/home/9325672,MLS PIN,72782378,N,Y,42.3513199,-71.0674769
MLS Listing,,Condo/Co-op,133 Lake Shore Rd #1,Boston,MA,2135,449000,2,1,Brighton,823,,1963,17,546,458,Active,,,http://www.redfin.com/MA/Boston/133-Lake-Shore-Rd-02135/unit-1/home/9043307,MLS PIN,72782287,N,Y,42.3442692,-71.1671795
MLS Listing,,Condo/Co-op,84 Berkeley St #1,Boston,MA,2116,1395000,2,2.5,South End,1850,1850,1875,17,754,523,Active,February-21-2021 01:00 PM,February-21-2021 02:30 PM,http://www.redfin.com/MA/Boston/84-Berkeley-St-02116/unit-1/home/9242898,MLS PIN,72782260,N,Y,42.3472169,-71.071242
MLS Listing,,Condo/Co-op,1400 CENTRE St #303,Boston,MA,2131,619000,2,2,Roslindale,989,,2021,17,626,285,Active,,,http://www.redfin.com/MA/Roslindale/1400-Centre-St-02131/unit-303/home/174152343,MLS PIN,72782253,N,Y,42.294244,-71.135773
MLS Listing,,Multi-Family (2-4 Unit),65 Harvest St,Boston,MA,2125,1659000,7,3.5,Dorchester,3111,5455,1900,17,533,,Active,February-21-2021 12:00 PM,February-21-2021 02:00 PM,http://www.redfin.com/MA/Dorchester/65-Harvest-St-02125/home/9099735,MLS PIN,72782192,N,Y,42.3236028,-71.0595499
MLS Listing,,Condo/Co-op,520 Talbot Ave #8,Boston,MA,2124,299999,2,1,Dorchester,750,750,1966,18,400,400,Active,,,http://www.redfin.com/MA/Boston/520-Talbot-Ave-02124/unit-8/home/18995575,MLS PIN,72782190,N,Y,42.2877801,-71.0648851
MLS Listing,,Multi-Family (2-4 Unit),29 Beacon St,Boston,MA,2136,1199000,8,4,Hyde Park's Fairmount,3789,10637,1910,18,316,,Active,,,http://www.redfin.com/MA/Hyde-Park/29-Beacon-St-02136/home/9128486,MLS PIN,72782122,N,Y,42.2531273,-71.116429
MLS Listing,,Condo/Co-op,119-141 Hyde Park Ave Unit 121C,Boston,MA,2130,489000,1,1,Jamaica Plain,768,,2021,18,637,250,Active,,,http://www.redfin.com/MA/Boston/119-Hyde-Park-Ave-02130/unit-121C/home/173180900,MLS PIN,72782070,N,Y,42.2995429,-71.1140169
MLS Listing,,Single Family Residential,91 bennington,Boston,MA,2128,549900,2,1.5,East Boston,1136,1250,1900,18,484,,Active,February-21-2021 11:00 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/91-Bennington-St-02128/home/9118119,MLS PIN,72782068,N,Y,42.3761053,-71.035314
MLS Listing,,Condo/Co-op,58 Myrtle St #5,Boston,MA,2114,1070000,2,1,Beacon Hill,1040,1040,1899,18,1029,418,Active,,,http://www.redfin.com/MA/Boston/58-Myrtle-St-02114/unit-5/home/9236527,MLS PIN,72782022,N,Y,42.3591782,-71.0663691
MLS Listing,,Condo/Co-op,29 Ward St #203,Boston,MA,2127,721000,2,2,South Boston,1025,,2021,18,703,350,Active,,,http://www.redfin.com/MA/Boston/29-Ward-St-02127/unit-203/home/174359149,MLS PIN,72781948,N,Y,42.3296221,-71.0546847
MLS Listing,,Condo/Co-op,456 Beacon St #4,Boston,MA,2115,750000,1,1,Back Bay,678,678,1910,18,1106,447,Active,,,http://www.redfin.com/MA/Boston/456-Beacon-St-02115/unit-4/home/9239200,MLS PIN,72781886,N,Y,42.3516431,-71.0877113
MLS Listing,,Condo/Co-op,3 Avery St #802,Boston,MA,2111,519000,1,1,Midtown,801,801,2004,18,648,1535,Active,,,http://www.redfin.com/MA/Boston/3-Avery-St-02111/unit-802/home/11838669,MLS PIN,72781834,N,Y,42.353596,-71.0628695
MLS Listing,,Vacant Land,0 Hinckley St,Boston,MA,2125,179000,,,Dorchester's Savin Hill,,2000,,18,,,Active,,,http://www.redfin.com/MA/Dorchester/187-E-Cottage-St-02125/home/174358116,MLS PIN,72781824,N,Y,42.3198995,-71.0612445
MLS Listing,,Condo/Co-op,110 Sudbury St Unit 36E,Boston,MA,2114,2950000,2,2,Waterfront,1848,,2021,18,1596,2273,Active,,,http://www.redfin.com/MA/Boston/110-Sudbury-St-02114/unit-36E/home/174357330,MLS PIN,72781743,N,Y,42.3622402,-71.0591802
MLS Listing,,Condo/Co-op,135 Seaport Blvd #806,Boston,MA,2210,1479000,2,2,Seaport District,1011,,2019,18,1463,1186,Active,,,http://www.redfin.com/MA/Boston/135-Seaport-Blvd-02210/unit-806/home/174357288,MLS PIN,72781731,N,Y,42.3499499,-71.0435457
MLS Listing,,Condo/Co-op,909 South St #1,Boston,MA,2131,579000,3,1,Roslindale,1100,,1900,18,526,260,Active,February-21-2021 01:30 PM,February-21-2021 03:30 PM,http://www.redfin.com/MA/Boston/909-South-St-02131/unit-1/home/174357270,MLS PIN,72781726,N,Y,42.2885168,-71.1355924
MLS Listing,,Condo/Co-op,20 Rowes Wharf #606,Boston,MA,2110,2399000,2,2,Waterfront,1427,,1987,19,1681,2970,Active,,,http://www.redfin.com/MA/Boston/20-Rowes-Wharf-02110/unit-606/home/9229922,MLS PIN,72781578,N,Y,42.3566639,-71.0497268
MLS Listing,,Condo/Co-op,88 Kingston St Unit SL-32,Boston,MA,2111,30000,0,,Midtown,50,,2005,19,600,,Active,,,http://www.redfin.com/MA/Boston/88-Kingston-St-02111/unit-SL-32/home/174354526,MLS PIN,72781568,N,Y,42.3529666,-71.0589696
MLS Listing,,Single Family Residential,3 Pelham Ter,Boston,MA,2118,2699000,3,3,South End,2491,1294,1890,19,1084,,Active,February-21-2021 11:30 AM,February-21-2021 01:00 PM,http://www.redfin.com/MA/Boston/3-Pelham-Ter-02118/home/9282306,MLS PIN,72781567,N,Y,42.3414607,-71.0707806
MLS Listing,,Condo/Co-op,16 Bryon Rd #2,Boston,MA,2132,289000,1,1,West Roxbury's Chestnut Hill,625,625,1965,19,462,299,Active,,,http://www.redfin.com/MA/WEST-ROXBURY/16-BRYON-RD-02132/unit-2/home/9309024,MLS PIN,72781443,N,Y,42.301323,-71.16577
MLS Listing,,Condo/Co-op,150 W Broadway #203,Boston,MA,2127,929999,2,2,South Boston,1201,,2018,19,774,366,Active,,,http://www.redfin.com/MA/Boston/150-W-Broadway-02127/unit-203/home/168863501,MLS PIN,72781363,N,Y,42.3407806,-71.053375
MLS Listing,,Condo/Co-op,170 Tremont St #702,Boston,MA,2111,1075000,2,1.5,Midtown,812,812,1989,19,1324,781,Active,,,http://www.redfin.com/MA/Boston/170-Tremont-St-02111/unit-702/home/9232252,MLS PIN,72781327,N,Y,42.3536576,-71.063854
MLS Listing,,Condo/Co-op,128 Beacon Unit A,Boston,MA,2116,6450000,3,3.5,Back Bay,4112,,1899,19,1569,4529,Active,,,http://www.redfin.com/MA/Boston/128-Beacon-St-02116/unit-A/home/11838668,MLS PIN,72781320,N,Y,42.35518,-71.074644
MLS Listing,,Condo/Co-op,1672R Washington St #301,Boston,MA,2118,610000,1,1,South End,518,518,2013,19,1178,351,Active,,,http://www.redfin.com/MA/Boston/1672-Washington-St-02118/unit-301/home/174342075,MLS PIN,72781288,N,Y,42.3374094,-71.075375
MLS Listing,,Condo/Co-op,27 Wareham St #101,Boston,MA,2118,1149000,2,2,South End,1215,1215,2000,19,946,606,Active,,,http://www.redfin.com/MA/Boston/27-Wareham-St-02118/unit-101/home/11510993,MLS PIN,72781283,N,Y,42.339521,-71.0682912
MLS Listing,,Condo/Co-op,32 Traveler St #501,Boston,MA,2118,1125000,2,1,South End,920,,2015,19,1223,900,Active,,,http://www.redfin.com/MA/Boston/32-Traveler-St-02118/unit-501/home/65672021,MLS PIN,72781274,N,Y,42.3446088,-71.0638983
MLS Listing,,Condo/Co-op,19 Bay State Rd #1,Boston,MA,2215,1099000,2,2,Back Bay,1331,1331,1899,19,826,579,Active,,,http://www.redfin.com/MA/Boston/19-Bay-State-Rd-02215/unit-1/home/21718677,MLS PIN,72781267,N,Y,42.3501908,-71.0937126
MLS Listing,,Single Family Residential,122 Saratoga St,Boston,MA,2128,849900,6,3,East Boston,1608,2250,1880,20,529,,Active,,,http://www.redfin.com/MA/Boston/122-Saratoga-St-02128/home/9119779,MLS PIN,72781191,N,Y,42.377077,-71.035673
MLS Listing,,Condo/Co-op,1 Dalton Unit 28-04,Boston,MA,2115,2975000,2,2.5,Back Bay,1383,,2020,20,2151,1385,Active,,,http://www.redfin.com/MA/Boston/1-Dalton-St-02115/unit-2804/home/173756614,MLS PIN,72781178,N,Y,42.3458168,-71.0841316
MLS Listing,,Townhouse,137 Pembroke St Unit U3,Boston,MA,2118,2495000,4,3.5,South End,2297,2297,1900,20,1086,450,Active,,,http://www.redfin.com/MA/Boston/137-Pembroke-St-02118/unit-U3/home/174337468,MLS PIN,72781165,N,Y,42.3433001,-71.0772036
MLS Listing,,Condo/Co-op,610 Rutherford Ave #403,Boston,MA,2129,779000,3,2,Charlestown's Sullivan Square,1190,,2020,20,655,359,Active,,,http://www.redfin.com/MA/Boston/610-Rutherford-Ave-02129/unit-403/home/172051521,MLS PIN,72781138,N,Y,42.3836428,-71.0738301
MLS Listing,,Multi-Family (2-4 Unit),208 Harold St,Boston,MA,2121,1225000,8,3.5,Roxbury,4350,1259,1900,20,282,,Active,,,http://www.redfin.com/MA/Boston/208-Harold-St-02121/home/140094770,MLS PIN,72781055,N,Y,42.3137821,-71.0918785
MLS Listing,,Condo/Co-op,771 Harrison Ave #105,Boston,MA,2118,1495000,3,2.5,South End,1793,,2021,20,834,1091,Active,,,http://www.redfin.com/MA/Boston/771-Harrison-Ave-02118/unit-105/home/173434810,MLS PIN,72781012,N,Y,42.3369329,-71.0729853
MLS Listing,,Condo/Co-op,151 Tremont St Unit 14F/G,Boston,MA,2111,2175000,2,3,Midtown,1640,1640,1968,20,1326,1322,Active,,,http://www.redfin.com/MA/Boston/151-Tremont-St-02111/unit-14F-G/home/174114305,MLS PIN,72780932,N,Y,42.3544996,-71.0633802
MLS Listing,,Single Family Residential,19 Alaska St #19,Boston,MA,2119,999000,6,6,Roxbury,4100,3285,1900,20,244,,Active,,,http://www.redfin.com/MA/Boston/19-Alaska-St-02119/unit-19/home/174332206,MLS PIN,72780864,N,Y,42.3209609,-71.079025
MLS Listing,,Condo/Co-op,354 Market St #14,Boston,MA,2135,459000,2,1,Brighton,660,,1967,20,695,335,Active,,,http://www.redfin.com/MA/Boston/354-Market-St-02135/unit-14/home/9025955,MLS PIN,72780854,N,Y,42.3508075,-71.15203
MLS Listing,,Condo/Co-op,256 Bunker Hill St #2,Boston,MA,2129,426500,1,1,Charlestown,406,,1875,20,1050,124,Active,,,http://www.redfin.com/MA/Boston/256-Bunker-Hill-St-02129/unit-2/home/9328324,MLS PIN,72780849,N,Y,42.3797473,-71.064573
MLS Listing,,Condo/Co-op,180 Telford St #521,Boston,MA,2135,719000,1,1,Allston,782,,2018,21,919,545,Active,,,http://www.redfin.com/MA/Boston/180-Telford-St-02135/unit-521/home/171787869,MLS PIN,72780828,N,Y,42.3638148,-71.1376444
MLS Listing,,Vacant Land,16 Church St,Boston,MA,2122,399900,,,Dorchester,,2695,,21,,,Active,,,http://www.redfin.com/MA/Dorchester/16-Church-St-02122/home/172717848,MLS PIN,72780773,N,Y,42.3086911,-71.0632018
MLS Listing,,Condo/Co-op,1 Avery St Unit 17B,Boston,MA,2111,2245000,3,3.5,Midtown,1862,,2000,21,1206,2711,Active,,,http://www.redfin.com/MA/Boston/1-Avery-St-02111/unit-17B/home/174331420,MLS PIN,72780755,N,Y,42.3533168,-71.0628507
